State,County Name,x,y,Color,Pop,PopDensity,logPopDens,Largest City,County Full,State Full
ME,Aroostook,139,71.5,G,67809,10.8,1.033423755,Presque Isle,Aroostook County,Maine
ME,Piscataquis,139,70.5,G,16836,4.4,0.6434526765,#N/A,Piscataquis County,Maine
ME,Waldo,139,69.5,G,39539,53.1,1.725094521,Belfast,Waldo County,Maine
ME,Lincoln,139,68.5,G,34201,75.6,1.878521796,#N/A,Lincoln County,Maine
ME,Penobscot,140,71,G,151774,45.3,1.656098202,Bangor,Penobscot County,Maine
ME,Hancock,140,70,G,54601,34.3,1.53529412,Ellsworth,Hancock County,Maine
ME,Knox,140,69,G,39759,108.8,2.036628895,Rockland,Knox County,Maine
ME,Washington,141,70.5,G,31491,12.8,1.10720997,Calais,Washington County,Maine
ME,Somerset,138,70,G,50520,13.3,1.123851641,#N/A,Somerset County,Maine
ME,Kennebec,138,69,G,121753,140.8,2.148602655,Waterville,Kennebec County,Maine
ME,Sagadahoc,138,68,G,35452,139.1,2.14332713,Bath,Sagadahoc County,Maine
ME,Franklin,137,69.5,G,29982,18.1,1.257678575,Chisholm,Franklin County,Maine
ME,Androscoggin,137,68.5,G,107602,230.2,2.362105319,Lewiston,Androscoggin County,Maine
ME,Cumberland,137,67.5,G,292307,337.2,2.527887566,Portland,Cumberland County,Maine
ME,Oxford,136,68,G,57550,27.8,1.444044796,South Paris,Oxford County,Maine
ME,York,136,67,G,204316,199,2.298853076,Sanford,York County,Maine
NH,Coos,134,70,B,31741,18.4,1.264817823,Berlin,Coos County,New Hampshire
NH,Carroll,134,69,B,48138,51.4,1.710963119,North Conway,Carroll County,New Hampshire
NH,Strafford,134,68,B,129124,333.7,2.523356207,Dover,Strafford County,New Hampshire
NH,Rockingham,134,67,B,306359,425,2.62838893,Portsmouth,Rockingham County,New Hampshire
NH,Grafton,133,69.5,B,89777,52.2,1.717670503,Lebanon,Grafton County,New Hampshire
NH,Belknap,133,68.5,B,60887,150.1,2.176380692,Laconia,Belknap County,New Hampshire
NH,Merrimack,133,67.5,B,149917,156.8,2.195346058,Concord,Merrimack County,New Hampshire
NH,Hillsborough,133,66.5,B,413035,457.4,2.66029616,Manchester,Hillsborough County,New Hampshire
NH,Sullivan,132,68,B,43104,81.4,1.910624405,Claremont,Sullivan County,New Hampshire
NH,Cheshire,132,67,B,76042,109.1,2.037824751,Keene,Cheshire County,New Hampshire
MA,Barnstable,135,62.5,Y,213496,548.3,2.739018246,Barnstable,Barnstable County,Massachusetts
MA,Nantucket,135,61.5,Y,11168,226.2,2.354492601,Madaket,Nantucket County,Massachusetts
MA,Essex,134,65,Y,783676,1508.8,3.178631675,Lynn,Essex County,Massachusetts
MA,Suffolk,134,64,Y,796605,12415.6,4.093967712,Boston,Suffolk County,Massachusetts
MA,Plymouth,134,63,Y,515303,750.9,2.875582104,Brockton,Plymouth County,Massachusetts
MA,Dukes,134,62,Y,17312,160.2,2.204662512,Vineyard Haven,Dukes County,Massachusetts
MA,Middlesex,133,64.5,Y,1600842,1837.9,3.264321878,Cambridge,Middlesex County,Massachusetts
MA,Norfolk,133,63.5,Y,700437,1693.6,3.228810845,Quincy,Norfolk County,Massachusetts
MA,Bristol,133,62.5,Y,561037,991.3,2.996205106,New Bedford,Bristol County,Massachusetts
MA,Worcester,132,64,Y,824772,528.6,2.723127159,Worcester,Worcester County,Massachusetts
MA,Hampshire,131,63.5,Y,161032,299.8,2.476831629,Amherst,Hampshire County,Massachusetts
MA,Hampden,131,62.5,Y,467871,751,2.875639937,Springfield,Hampden County,Massachusetts
MA,Franklin,130,64,Y,70577,102.1,2.009025742,Greenfield,Franklin County,Massachusetts
MA,Berkshire,130,63,Y,126425,141.6,2.151063253,Pittsfield,Berkshire County,Massachusetts
VT,Essex,129,66.5,R,6200,9.5,0.9777236053,Island Pond,Essex County,Vermont
VT,Orleans,128,67,R,26901,39.3,1.59439255,Newport,Orleans County,Vermont
VT,Caledonia,128,66,R,30234,48.1,1.682145076,Lyndonville,Caledonia County,Vermont
VT,Orange,128,65,R,28908,42.1,1.624282096,Wells River,Orange County,Vermont
VT,Windsor,128,64,R,55275,58.5,1.767155866,White River Junction,Windsor County,Vermont
VT,Windham,128,63,R,42823,56.7,1.753583059,Bellows Falls,Windham County,Vermont
VT,Lamoille,127,66.5,R,25318,53.3,1.726727209,Morrisville,Lamoille County,Vermont
VT,Washington,127,65.5,R,58350,86.6,1.937517892,Barre,Washington County,Vermont
VT,Addison,127,64.5,R,36882,48,1.681241237,Vergennes,Addison County,Vermont
VT,Rutland,127,63.5,R,58892,66.3,1.821513528,Rutland,Rutland County,Vermont
VT,Bennington,127,62.5,R,35746,55,1.740362689,Manchester Center,Bennington County,Vermont
VT,Franklin,126,67,R,49116,75.3,1.876794976,St. Albans,Franklin County,Vermont
VT,Grand Isle,126,66,R,7022,85.2,1.930439595,#N/A,Grand Isle County,Vermont
VT,Chittenden,126,65,R,162646,291.7,2.464936429,Burlington,Chittenden County,Vermont
RI,Bristol,132,60,B,48764,2064,3.314709693,#N/A,Bristol County,Rhode Island
RI,Newport,132,59,B,82801,809.6,2.908270499,Newport,Newport County,Rhode Island
RI,Providence,131,60.5,B,635737,1530.3,3.184776578,Providence,Providence County,Rhode Island
RI,Kent,131,59.5,B,163869,985.9,2.993832867,Warwick,Kent County,Rhode Island
RI,Washington,131,58.5,B,126060,385.7,2.586249639,Wakefield-Peacedale,Washington County,Rhode Island
CT,Windham,129,60.5,G,116566,230.9,2.363423933,Willimantic,Windham County,Connecticut
CT,New London,129,59.5,G,267390,412.2,2.615107987,Norwich,New London County,Connecticut
CT,Tolland,128,60,G,151063,372.2,2.570776369,Storrs,Tolland County,Connecticut
CT,Middlesex,128,59,G,163053,448.6,2.651859269,Middletown,Middlesex County,Connecticut
CT,Hartford,127,60.5,G,893561,1216.2,3.085004999,Hartford,Hartford County,Connecticut
CT,New Haven,127,59.5,G,857513,1426.7,3.154332661,New Haven,New Haven County,Connecticut
CT,Litchfield,126,60,G,182002,206.3,2.314499228,Torrington,Litchfield County,Connecticut
CT,Fairfield,126,59,G,943926,1467.2,3.166489318,Bridgeport,Fairfield County,Connecticut
NY,Suffolk,127,55.5,B,1483832,1637.4,3.214154786,Brentwood,Suffolk County,New York
NY,Nassau,126,56,B,1356509,4704.8,3.672541166,Levittown,Nassau County,New York
NY,Queens,125,56.5,B,2287388,20553.6,4.3128879,Queens,Queens County,New York
NY,Kings,125,55.5,B,2589974,35369.2,4.548625237,Brooklyn,Kings County,New York
NY,Warren,124,64,B,64276,75.8,1.879669206,Glens Falls,Warren County,New York
NY,Washington,124,63,B,61616,76.1,1.881384657,Hudson Falls,Washington County,New York
NY,Rensselaer,124,62,B,159185,244.4,2.388101202,Troy,Rensselaer County,New York
NY,Columbia,124,61,B,60371,99.4,1.997386384,Hudson,Columbia County,New York
NY,Dutchess,124,60,B,293754,373.9,2.572755465,Poughkeepsie,Dutchess County,New York
NY,Putnam,124,59,B,98787,432.9,2.636387586,Mahopac,Putnam County,New York
NY,Westchester,124,58,B,968890,2204.7,3.343349502,Yonkers,Westchester County,New York
NY,Bronx,124,57,B,1435068,32903.3,4.517239457,Bronx,Bronx County,New York
NY,New York,124,56,B,1631993,69468.4,4.841787296,New York,New York County,New York
NY,Essex,123,64.5,B,37459,21.9,1.340444115,Lake Placid,Essex County,New York
NY,Saratoga,123,63.5,B,228502,271.1,2.433129518,Saratoga Springs,Saratoga County,New York
NY,Schenectady,123,62.5,B,154859,756.6,2.878866337,Schenectady,Schenectady County,New York
NY,Albany,123,61.5,B,306968,581.9,2.764848357,Albany,Albany County,New York
NY,Greene,123,60.5,B,47424,76.1,1.881384657,Palenville,Greene County,New York
NY,Ulster,123,59.5,B,178665,162.3,2.21031852,Kingston,Ulster County,New York
NY,Orange,123,58.5,B,380085,459.3,2.662096445,Middletown,Orange County,New York
NY,Rockland,123,57.5,B,324422,1795.9,3.25428215,New City,Rockland County,New York
NY,Richmond,123,55.5,B,474893,8030.3,3.90473177,Staten Island,Richmond County,New York
NY,Clinton,122,65,B,80583,79.1,1.898176483,Plattsburgh,Clinton County,New York
NY,Hamilton,122,64,B,4515,2.8,0.4471580313,Speculator,Hamilton County,New York
NY,Fulton,122,63,B,53646,112.1,2.049605613,Gloversville,Fulton County,New York
NY,Montgomery,122,62,B,49302,124.6,2.095518042,Amsterdam,Montgomery County,New York
NY,Schoharie,122,61,B,31222,52.7,1.721810615,Sharon Springs,Schoharie County,New York
NY,Delaware,122,60,B,44995,33.3,1.522444234,Margaretville,Delaware County,New York
NY,Sullivan,122,59,B,75116,80.1,1.903632516,Monticello,Sullivan County,New York
NY,Franklin,121,64.5,B,50477,31.7,1.501059262,Saranac Lake,Franklin County,New York
NY,Lewis,121,63.5,B,26572,21.3,1.328379603,Copenhagen,Lewis County,New York
NY,Herkimer,121,62.5,B,62057,45.7,1.6599162,Ilion,Herkimer County,New York
NY,Otsego,121,61.5,B,59972,62.2,1.793790385,Oneonta,Otsego County,New York
NY,St. Lawrence,120,64,B,108913,41.8,1.621176282,Ogdensburg,St. Lawrence County,New York
NY,Oneida,120,63,B,229959,193.7,2.287129621,Utica,Oneida County,New York
NY,Madison,120,62,B,71205,112.2,2.049992857,Oneida,Madison County,New York
NY,Chenango,120,61,B,47909,56.5,1.752048448,Norwich,Chenango County,New York
NY,Broome,120,60,B,193188,284.2,2.453624074,Binghamton,Broome County,New York
NY,Jefferson,119,63.5,B,112842,91.6,1.961895474,Watertown,Jefferson County,New York
NY,Oswego,119,62.5,B,118339,128.3,2.108226656,Oswego,Oswego County,New York
NY,Onondaga,119,61.5,B,462872,600,2.77815125,Syracuse,Onondaga County,New York
NY,Cortland,119,60.5,B,47865,98.9,1.995196292,Cortland,Cortland County,New York
NY,Tioga,119,59.5,B,48686,98.6,1.993876915,Waverly,Tioga County,New York
NY,Cayuga,118,62,B,77425,115.7,2.063333359,Auburn,Cayuga County,New York
NY,Tompkins,118,61,B,102642,214,2.330413773,Ithaca,Tompkins County,New York
NY,Chemung,118,60,B,84895,218.1,2.338655666,Elmira,Chemung County,New York
NY,Wayne,117,62.5,B,90519,155.3,2.191171456,Newark,Wayne County,New York
NY,Seneca,117,61.5,B,34390,108.9,2.03702788,Interlaken,Seneca County,New York
NY,Schuyler,117,60.5,B,17920,55.9,1.747411808,Watkins Glen,Schuyler County,New York
NY,Ontario,116,62,B,109511,167.6,2.224274014,Geneva,Ontario County,New York
NY,Yates,116,61,B,25011,75,1.875061263,Penn Yan,Yates County,New York
NY,Steuben,116,60,B,96422,71.2,1.852479994,Corning,Steuben County,New York
NY,Monroe,115,61.5,B,743341,1132.6,3.054076557,Rochester,Monroe County,New York
NY,Livingston,115,60.5,B,63591,103.5,2.01494035,Dansville,Livingston County,New York
NY,Allegany,115,59.5,B,46688,47.6,1.677606953,Houghton,Allegany County,New York
NY,Orleans,114,62,B,40904,109.6,2.039810554,Medina,Orleans County,New York
NY,Genesee,114,61,B,57808,121.9,2.086003706,Batavia,Genesee County,New York
NY,Wyoming,114,60,B,40305,71.1,1.851869601,Silver Springs,Wyoming County,New York
NY,Niagara,113,61.5,B,210820,414.4,2.617419747,Niagara Falls,Niagara County,New York
NY,Erie,113,60.5,B,919355,881.4,2.945173046,Buffalo,Erie County,New York
NY,Cattaraugus,113,59.5,B,77121,61.4,1.788168371,Olean,Cattaraugus County,New York
NY,Chautauqua,112,60,B,128496,127.2,2.104487111,Jamestown,Chautauqua County,New York
NJ,Bergen,121,56.5,Y,930390,3884.5,3.589335126,Hackensack,Bergen County,New Jersey
NJ,Hudson,121,55.5,Y,670046,13731.4,4.137714818,Jersey City,Hudson County,New Jersey
NJ,Passaic,120,57,Y,503637,2715.3,3.43381782,Paterson,Passaic County,New Jersey
NJ,Essex,120,56,Y,795404,6211.5,3.79319649,Newark,Essex County,New Jersey
NJ,Union,120,55,Y,554033,5216.1,3.717345909,Elizabeth,Union County,New Jersey
NJ,Middlesex,120,54,Y,825920,2621.6,3.418566428,New Brunswick,Middlesex County,New Jersey
NJ,Monmouth,120,53,Y,621659,1344.7,3.128625405,Long Branch,Monmouth County,New Jersey
NJ,Ocean,120,52,Y,596415,917,2.962369336,Point Pleasant,Ocean County,New Jersey
NJ,Atlantic,120,51,Y,266105,494.1,2.693814854,Atlantic City,Atlantic County,New Jersey
NJ,Cape May,120,50,Y,93086,386.9,2.58759873,Ocean City,Cape May County,New Jersey
NJ,Sussex,119,56.5,Y,141483,287.6,2.458788882,Franklin,Sussex County,New Jersey
NJ,Morris,119,55.5,Y,493379,1069.8,3.029302594,Morristown,Morris County,New Jersey
NJ,Somerset,119,54.5,Y,329838,1071.7,3.030073231,Somerset,Somerset County,New Jersey
NJ,Mercer,119,53.5,Y,367922,1632.2,3.212773374,Trenton,Mercer County,New Jersey
NJ,Burlington,119,52.5,Y,445702,561.9,2.749659032,Moorestown-Lenola,Burlington County,New Jersey
NJ,Camden,119,51.5,Y,506738,2321.5,3.365768688,Camden,Camden County,New Jersey
NJ,Gloucester,119,50.5,Y,291165,895.3,2.951968584,Glassboro,Gloucester County,New Jersey
NJ,Cumberland,119,49.5,Y,151906,324.4,2.511080846,Vineland,Cumberland County,New Jersey
NJ,Warren,118,56,Y,105862,304.5,2.483587297,Washington,Warren County,New Jersey
NJ,Hunterdon,118,55,Y,124823,300,2.477121255,Flemington,Hunterdon County,New Jersey
NJ,Salem,118,50,Y,62990,199.1,2.29907126,Salem,Salem County,New Jersey
DE,New Castle,116,50,G,556165,1263.2,3.101472117,Wilmington,New Castle County,Delaware
DE,Kent,116,49,G,176699,276.9,2.442322956,Dover,Kent County,Delaware
DE,Sussex,116,48,G,224384,210.6,2.323458367,Lewes,Sussex County,Delaware
PA,Bucks,116,54,R,626806,1034.7,3.014814449,Levittown,Bucks County,Pennsylvania
PA,Philadelphia,116,53,R,1579075,11379.5,4.05612318,Philadelphia,Philadelphia County,Pennsylvania
PA,Delaware,116,52,R,564554,3040.5,3.482945008,Chester,Delaware County,Pennsylvania
PA,Pike,115,56.5,R,55453,105.3,2.022428371,Pocono Woodland Lakes,Pike County,Pennsylvania
PA,Monroe,115,55.5,R,168032,279.2,2.445915414,East Stroudsburg,Monroe County,Pennsylvania
PA,Northampton,115,54.5,R,302809,805.4,2.906011625,Bethlehem,Northampton County,Pennsylvania
PA,Montgomery,115,53.5,R,823823,1655.9,3.219034106,Pottstown,Montgomery County,Pennsylvania
PA,Chester,115,52.5,R,519560,664.7,2.822625679,West Chester,Chester County,Pennsylvania
PA,Wayne,114,57,R,51422,72.8,1.862131379,Honesdale,Wayne County,Pennsylvania
PA,Lackawanna,114,56,R,210652,467.1,2.669409867,Scranton,Lackawanna County,Pennsylvania
PA,Luzerne,114,55,R,317663,360.4,2.556784782,Hazleton,Luzerne County,Pennsylvania
PA,Lehigh,114,54,R,365052,1012.5,3.005395032,Allentown,Lehigh County,Pennsylvania
PA,Berks,114,53,R,418025,480.4,2.681602999,Reading,Berks County,Pennsylvania
PA,Lancaster,114,52,R,540999,550.4,2.740678425,Lancaster,Lancaster County,Pennsylvania
PA,Susquehanna,113,56.5,R,40970,52.7,1.721810615,Susquehanna Depot,Susquehanna County,Pennsylvania
PA,Wyoming,113,55.5,R,27327,71.2,1.852479994,Tunkhannock,Wyoming County,Pennsylvania
PA,Carbon,113,54.5,R,63887,171.1,2.23325001,Jim Thorpe,Carbon County,Pennsylvania
PA,Schuykill,113,53.5,R,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PA,Lebanon,113,52.5,R,139729,369.1,2.567144045,Lebanon,Lebanon County,Pennsylvania
PA,York,113,51.5,R,445565,481.1,2.682235357,York,York County,Pennsylvania
PA,Bradford,112,57,R,60963,54.6,1.737192643,Sayre,Bradford County,Pennsylvania
PA,Sullivan,112,56,R,6135,14.3,1.155336037,Dushore,Sullivan County,Pennsylvania
PA,Columbia,112,55,R,65715,139.3,2.143951116,Bloomsburg,Columbia County,Pennsylvania
PA,Montour,112,54,R,18259,140.3,2.147057671,Danville,Montour County,Pennsylvania
PA,Northumberland,112,53,R,91761,206.2,2.314288661,Milton,Northumberland County,Pennsylvania
PA,Dauphin,112,52,R,275632,510.6,2.70808081,Harrisburg,Dauphin County,Pennsylvania
PA,Adams,112,51,R,102470,195.5,2.291146762,Gettysburg,Adams County,Pennsylvania
PA,Tioga,111,56.5,R,40944,37,1.568201724,Mansfield,Tioga County,Pennsylvania
PA,Lycoming,111,55.5,R,114330,94.5,1.975431809,Williamsport,Lycoming County,Pennsylvania
PA,Union,111,54.5,R,45111,142.2,2.152899596,Lewisburg,Union County,Pennsylvania
PA,Snyder,111,53.5,R,40483,120.8,2.082066934,Selinsgrove,Snyder County,Pennsylvania
PA,Perry,111,52.5,R,46053,83.4,1.921166051,Marysville,Perry County,Pennsylvania
PA,Cumberland,111,51.5,R,249328,431.6,2.635081436,Carlisle,Cumberland County,Pennsylvania
PA,Franklin,111,50.5,R,154147,193.7,2.287129621,Chambersburg,Franklin County,Pennsylvania
PA,Potter,110,57,R,16806,16.1,1.206825876,Coudersport,Potter County,Pennsylvania
PA,Clinton,110,56,R,38915,44.2,1.645422269,Lock Haven,Clinton County,Pennsylvania
PA,Centre,110,55,R,161960,138.7,2.142076461,State College,Centre County,Pennsylvania
PA,Mifflin,110,54,R,46276,113.6,2.055378331,Lewistown,Mifflin County,Pennsylvania
PA,Juniata,110,53,R,24624,63,1.799340549,Mifflintown,Juniata County,Pennsylvania
PA,Huntingdon,110,52,R,45369,52.5,1.720159303,Huntingdon,Huntingdon County,Pennsylvania
PA,Fulton,110,51,R,14506,33.9,1.530199698,McConnellsburg,Fulton County,Pennsylvania
PA,McKean,109,56.5,R,41401,44.4,1.64738297,Bradford,McKean County,Pennsylvania
PA,Elk,109,55.5,R,30340,38.6,1.586587305,St. Marys,Elk County,Pennsylvania
PA,Cameron,109,54.5,R,4611,12.8,1.10720997,Emporium,Cameron County,Pennsylvania
PA,Clearfield,109,53.5,R,79908,71.3,1.85308953,DuBois,Clearfield County,Pennsylvania
PA,Cambria,109,52.5,R,133009,208.7,2.319522449,Johnstown,Cambria County,Pennsylvania
PA,Blair,109,51.5,R,123157,241.7,2.38327665,Altoona,Blair County,Pennsylvania
PA,Bedford,109,50.5,R,48337,49.2,1.691965103,Everett,Bedford County,Pennsylvania
PA,Warren,108,57,R,39756,47.3,1.674861141,Warren,Warren County,Pennsylvania
PA,Forest,108,56,R,7313,18.1,1.257678575,Marienville,Forest County,Pennsylvania
PA,Clarion,108,55,R,38715,66.6,1.823474229,Clarion,Clarion County,Pennsylvania
PA,Jefferson,108,54,R,43846,69.3,1.840733235,Punxsutawney,Jefferson County,Pennsylvania
PA,Indiana,108,53,R,85032,107.5,2.031408464,Indiana,Indiana County,Pennsylvania
PA,Westmoreland,108,52,R,352590,355.4,2.550717423,Monessen,Westmoreland County,Pennsylvania
PA,Somerset,108,51,R,74361,72.4,1.859738566,Somerset,Somerset County,Pennsylvania
PA,Crawford,107,56.5,R,85665,87.7,1.942999593,Meadville,Crawford County,Pennsylvania
PA,Venango,107,55.5,R,51818,81.5,1.911157609,Oil City,Venango County,Pennsylvania
PA,Butler,107,54.5,R,186899,233.1,2.367542274,Butler,Butler County,Pennsylvania
PA,Armstrong,107,53.5,R,65867,105.5,2.02325246,Kittanning,Armstrong County,Pennsylvania
PA,Allegheny,107,52.5,R,1221744,1675.6,3.224170352,Pittsburgh,Allegheny County,Pennsylvania
PA,Fayette,107,51.5,R,131302,172.8,2.237543738,Uniontown,Fayette County,Pennsylvania
PA,Erie,106,57,R,273835,351.1,2.545430829,Erie,Erie County,Pennsylvania
PA,Mercer,106,56,R,111518,173.4,2.239049093,Hermitage,Mercer County,Pennsylvania
PA,Lawrence,106,55,R,86727,254.4,2.405517107,New Castle,Lawrence County,Pennsylvania
PA,Beaver,106,54,R,165833,392.3,2.593618308,Economy,Beaver County,Pennsylvania
PA,Washington,106,53,R,207212,242.5,2.384711743,Washington,Washington County,Pennsylvania
PA,Greene,106,52,R,36870,67.2,1.827369273,Waynesburg,Greene County,Pennsylvania
MD,Wicomico,116,44,B,102539,263.7,2.42111013,Salisbury,Wicomico County,Maryland
MD,Worcester,116,43,B,51765,109.9,2.040997692,Ocean Pines,Worcester County,Maryland
MD,Caroline,115,45.5,B,33049,103.5,2.01494035,Denton,Caroline County,Maryland
MD,Dorchester,115,44.5,B,32138,60.3,1.780317312,Cambridge,Dorchester County,Maryland
MD,Somerset,115,43.5,B,25729,82.8,1.918030337,Princess Anne,Somerset County,Maryland
MD,Cecil,114,48,B,102552,292,2.465382851,Elkton,Cecil County,Maryland
MD,Kent,114,47,B,19536,72.9,1.862727528,Chestertown,Kent County,Maryland
MD,Queen Anne's,114,46,B,49632,128.5,2.108903128,Stevensville,Queen Anne's County,Maryland
MD,Talbot,114,45,B,37167,140.7,2.148294097,Easton,Talbot County,Maryland
MD,Harford,113,48.5,B,252222,560.1,2.748265573,Bel Air South,Harford County,Maryland
MD,Baltimore,112,48,B,828018,1345.5,3.128883702,Baltimore,Baltimore County,Maryland
MD,Baltimore city,112,47,B,609032,7671.5,3.884880289,Baltimore,Baltimore City,Maryland
MD,Carroll,111,48.5,B,167699,373.4,2.572174314,Eldersburg,Carroll County,Maryland
MD,Howard,111,47.5,B,318855,1144.9,3.058767555,Columbia,Howard County,Maryland
MD,Anne Arundel,111,46.5,B,571275,1295.9,3.11257149,Glen Burnie,Anne Arundel County,Maryland
MD,Calvert,111,45.5,B,91511,416.3,2.619406411,Chesapeake Beach,Calvert County,Maryland
MD,St. Mary's,111,44.5,B,112290,294.4,2.468937806,California,St. Mary's County,Maryland
MD,Frederick,110,48,B,251422,353.5,2.548389418,Frederick,Frederick County,Maryland
MD,Montgomery,110,47,B,1043530,1978.2,3.296270198,Germantown,Montgomery County,Maryland
MD,Prince George's,110,46,B,908670,1788.8,3.252561786,Bowie,Prince George's County,Maryland
MD,Charles,110,45,B,159428,320.2,2.505421328,Waldorf,Charles County,Maryland
MD,Washington,109,48.5,B,150109,322.1,2.507990725,Hagerstown,Washington County,Maryland
MD,Allegany,108,48,B,71445,177,2.247973266,Cumberland,Allegany County,Maryland
MD,Garrett,107,48.5,B,29235,46.5,1.667452953,Mountain Lake Park,Garrett County,Maryland
DC,District of Columbia,108,46,R,692683,9856.5,3.993722726,"Washington, D.C.",#N/A,#N/A
WV,Jefferson,106,47,Y,56506,255.2,2.40688067,Charles Town,Jefferson County,West Virginia
WV,Berkeley,105,47.5,Y,115329,324.4,2.511080846,Martinsburg,Berkeley County,West Virginia
WV,Morgan,104,48,Y,17709,76.6,1.88422877,Bath,Morgan County,West Virginia
WV,Hampshire,104,47,Y,23309,37.4,1.572871602,Romney,Hampshire County,West Virginia
WV,Hardy,104,46,Y,13805,24.1,1.382017043,Moorefield,Hardy County,West Virginia
WV,Mineral,103,47.5,Y,27167,86.1,1.935003151,Keyser,Mineral County,West Virginia
WV,Grant,103,46.5,Y,11616,25,1.397940009,Petersburg,Grant County,West Virginia
WV,Tucker,102,47,Y,6982,17,1.230448921,Parsons,Tucker County,West Virginia
WV,Pendleton,102,46,Y,7001,11.1,1.045322979,Franklin,Pendleton County,West Virginia
WV,Preston,101,47.5,Y,33683,51.7,1.713490543,Kingwood,Preston County,West Virginia
WV,Barbour,101,46.5,Y,16633,48.6,1.686636269,Philippi,Barbour County,West Virginia
WV,Randolph,101,45.5,Y,28930,28.3,1.451786436,Elkins,Randolph County,West Virginia
WV,Pocahontas,101,44.5,Y,8450,9.3,0.9684829486,Marlinton,Pocahontas County,West Virginia
WV,Greenbrier,101,43.5,Y,35155,34.8,1.541579244,Lewisburg,Greenbrier County,West Virginia
WV,Taylor,100,47,Y,16864,97.8,1.990338855,Grafton,Taylor County,West Virginia
WV,Upshur,100,46,Y,24502,68.4,1.835056102,Buckhannon,Upshur County,West Virginia
WV,Webster,100,45,Y,8386,16.5,1.217483944,Addison,Webster County,West Virginia
WV,Nicholas,100,44,Y,25078,40.6,1.608526034,Summersville,Nicholas County,West Virginia
WV,Monroe,100,43,Y,13401,28.6,1.456366033,Peterstown,Monroe County,West Virginia
WV,Monongalia,99,48.5,Y,105474,267.1,2.426673888,Morgantown,Monongalia County,West Virginia
WV,Harrison,99,47.5,Y,67908,166.1,2.220369632,Clarksburg,Harrison County,West Virginia
WV,Lewis,99,46.5,Y,16166,42.5,1.62838893,Weston,Lewis County,West Virginia
WV,Braxton,99,45.5,Y,14190,28.4,1.45331834,Sutton,Braxton County,West Virginia
WV,Clay,99,44.5,Y,8709,27.5,1.439332694,Clay,Clay County,West Virginia
WV,Fayette,99,43.5,Y,43576,69.6,1.84260924,Oak Hill,Fayette County,West Virginia
WV,Summers,99,42.5,Y,12848,38.6,1.586587305,Hinton,Summers County,West Virginia
WV,Mercer,99,41.5,Y,59919,148.6,2.172018809,Bluefield,Mercer County,West Virginia
WV,Marion,98,48,Y,56355,182.7,2.261738547,Fairmont,Marion County,West Virginia
WV,Doddridge,98,47,Y,8560,25.7,1.409933123,West Union,Doddridge County,West Virginia
WV,Gilmer,98,46,Y,8041,25.7,1.409933123,Glenville,Gilmer County,West Virginia
WV,Calhoun,98,45,Y,7295,27.3,1.436162647,Grantsville,Calhoun County,West Virginia
WV,Roane,98,44,Y,14020,30.9,1.489958479,Spencer,Roane County,West Virginia
WV,Raleigh,98,43,Y,75252,130.3,2.114944416,Beckley,Raleigh County,West Virginia
WV,Wyoming,98,42,Y,21281,47.6,1.677606953,Oceana,Wyoming County,West Virginia
WV,Hancock,97,51.5,Y,29383,371.3,2.569724949,Weirton,Hancock County,West Virginia
WV,Brooke,97,50.5,Y,22459,269.8,2.431041945,Follansbee,Brooke County,West Virginia
WV,Ohio,97,49.5,Y,42143,420,2.62324929,Wheeling,Ohio County,West Virginia
WV,Marshall,97,48.5,Y,31308,108.4,2.035029282,Moundsville,Marshall County,West Virginia
WV,Wetzel,97,47.5,Y,15436,46.3,1.665580991,New Martinsville,Wetzel County,West Virginia
WV,Tyler,97,46.5,Y,8811,35.9,1.555094449,Paden City,Tyler County,West Virginia
WV,Ritchie,97,45.5,Y,9844,23.1,1.36361198,Harrisville,Ritchie County,West Virginia
WV,Wirt,97,44.5,Y,5798,24.6,1.390935107,Elizabeth,Wirt County,West Virginia
WV,Boone,97,43.5,Y,22368,49.1,1.691081492,Madison,Boone County,West Virginia
WV,Logan,97,42.5,Y,33154,81,1.908485019,Logan,Logan County,West Virginia
WV,McDowell,97,41.5,Y,18661,41.5,1.618048097,Welch,McDowell County,West Virginia
WV,Pleasants,96,46,Y,7482,58.5,1.767155866,St. Marys,Pleasants County,West Virginia
WV,Wood,96,45,Y,84960,237.4,2.375480715,Parkersburg,Wood County,West Virginia
WV,Kanawha,96,44,Y,183279,214.1,2.330616667,Charleston,Kanawha County,West Virginia
WV,Lincoln,96,43,Y,20850,49.7,1.696356389,Alum Creek,Lincoln County,West Virginia
WV,Mingo,96,42,Y,24290,63.4,1.802089258,Williamson,Mingo County,West Virginia
WV,Jackson,95,44.5,Y,28907,62.9,1.798650645,Ripley,Jackson County,West Virginia
WV,Putnam,95,43.5,Y,56610,160.5,2.205475037,Teays Valley,Putnam County,West Virginia
WV,Wayne,95,42.5,Y,40303,84,1.924279286,Kenova,Wayne County,West Virginia
WV,Mason,94,44,Y,26820,63.4,1.802089258,Point Pleasant,Mason County,West Virginia
WV,Cabell,94,43,Y,94339,342.8,2.535040813,Huntington,Cabell County,West Virginia
VA,Norfolk city,116,36,G,244601,4486.3,3.651888312,Norfolk,Norfolk City,Virginia
VA,Virginia Beach city,116,35,G,450201,1758.9,3.245241149,Virginia Beach,Virginia Beach City,Virginia
